132961839 512851644
117312117 266295678
86463295 853999086
166677320 276046934
390750487 446203316
852422088 984513900
802126074 845059347
829953225 870804277
30721296 346176119
492322057 495702244
236670303 337791701
4009149 653139970
302879691 792946779
385717493 441262926
391990832 662406363
352745452 673272404
775580849 920045423
414616887 896709793
332266554 436217809
92639452 536274288
254961756 665128694
206927259 555348793
7139431 250888014
409795373 608363406
620604440 749526875
618247010 976885906
515078284 787417453
509512581 785499599
773891991 946215876
135486697 838101845
408762982 976431398
147918691 653310792
229414256 395616175
518025866 646020201
466352106 956834093
336940352 695206306
85357137 567162455
362771000 672821871
357016147 710352293
833350046 918320321
10401799 594917062
755375941 782024368
278698201 852158629
3005476 620455320
607136395 644552932
789005447 802169001
711231807 788303732
16753497 856239704
239099442 874970259
266243918 939038006
441629837 971219627
748134626 830099405
246422388 536171869
215633127 760941452
77571088 313577939
33747587 281455482
155960295 592462926
106723224 728547865
417804855 521315223
500434427 600830611
249684279 431051283
5282273 827838631
31474972 457384401
642985618 759134133
194268187 704975256
529028019 608986731
290394631 426109400
94497997 289123961
820902940 915259453
431567262 472636697
102044689 422967454
472007631 648836935
178518591 523656312
283507302 930114446
286568140 913882239
36448675 272378899
261149703 880923904
498012006 505117893
439617926 664980986
641962140 968848902
155723238 461682302
4548532 466428269
497246760 960010363
40233358 935674827
55347239 980282840
620505290 791025673
103821794 816766947
479112184 931488774
278322868 921769217
744595476 954172689
543399157 611290177
227236180 359974611
251487974 869886381
773203504 972536167
111466561 653199185
455468488 763087897
46671842 87361869
85457549 320548388
754484839 960227212
289912462 907734917
243552891 390283556
408046890 676798368
875053385 919747489
774557185 936526575
916987028 982029995
399996066 671083476
312550408 822767674
857728891 908968081
718742082 914567466
21637164 581608832
64313584 455105759
237072743 309627681
81765460 233514965
239026933 805517902
305032397 513311126
161258464 400201518
201367341 981911216
275798950 549910240
214174083 264917473
736994170 984160570
156409423 355405881
237805891 629919160
764833193 783912770
422706763 762699280
683966586 793074140
471358545 595669889
26190465 559971178
308167373 452460987
211609216 532586599
317947430 548767664
9192360 431703838
344318653 818819703
171404420 398447040
142546746 515083700
431596434 740582151
44724808 347328686
329497163 389426437
142882322 903917436
92677944 436033007
76066723 120486295
115264766 758671063
890560132 940418511
75757210 480048470
85008888 274645154
647203222 685405387
204487513 929063896
431508898 539986246
302386035 987060772
498907291 802979269
424526983 907526464
585158782 889391159
44794186 286105510
177632518 683597220
174146926 693161972
240594589 968977655
649730583 905521489
70533804 331979335
68942515 620791613
54677471 301762993
428148690 561597949
3358408 245543324
132374352 678587543
557623999 858789581
530857525 828233240
150290565 791066817
407106059 889119193
775860210 938504591
260031766 335245311
132286927 377822145
161980111 598295810
900223238 907264108
486473511 575826571
44951024 107781915
219175593 291387993
842359832 975981324
232670778 670739667
17392167 38533920
124625804 704272331
793574008 907681334
139191460 786876325
789336607 876103324
468504427 668943536
297853949 633274479
140997610 490896804
6245163 540343329
66414179 892970116
756340051 966444292
60944824 696510053
539116203 777690139
236933612 919419765
160161594 567299075
653689499 813250166
685599166 750197512
212360422 651321774
421916372 490598280
194039109 998038102
543143765 800639782
190438534 577882073
9152526 95276007
461830690 878544474
